"Year",".chain",".iteration",".draw","variable","value"
2014,1,75,75,"logit_rho_t",-5.64111
2014,1,76,76,"logit_rho_t",-6.04045
2014,1,77,77,"logit_rho_t",-6.0841
2014,1,78,78,"logit_rho_t",-5.80417
2014,1,79,79,"logit_rho_t",-5.86699
2014,1,80,80,"logit_rho_t",-5.4445
2014,1,81,81,"logit_rho_t",-5.61091
2014,1,82,82,"logit_rho_t",-5.75884
2014,1,83,83,"logit_rho_t",-5.93723
2014,1,84,84,"logit_rho_t",-5.86193
2014,1,85,85,"logit_rho_t",-5.87535
2014,1,86,86,"logit_rho_t",-5.72055
2014,1,87,87,"logit_rho_t",-6.08925
2014,1,88,88,"logit_rho_t",-6.07231
2014,1,89,89,"logit_rho_t",-5.40873
2014,1,90,90,"logit_rho_t",-5.2742
2014,1,91,91,"logit_rho_t",-5.42125
2014,1,92,92,"logit_rho_t",-5.47525
2014,1,93,93,"logit_rho_t",-5.27573
2014,1,94,94,"logit_rho_t",-5.46243
2014,1,95,95,"logit_rho_t",-5.90468
2014,1,96,96,"logit_rho_t",-5.98089
2014,1,97,97,"logit_rho_t",-5.96666
2014,1,98,98,"logit_rho_t",-6.02149
2014,1,99,99,"logit_rho_t",-5.4996
2014,1,100,100,"logit_rho_t",-5.80816
2014,1,101,101,"logit_rho_t",-5.71718
2014,1,102,102,"logit_rho_t",-5.44982
2014,1,103,103,"logit_rho_t",-5.19376
2014,1,104,104,"logit_rho_t",-5.68868
2014,1,105,105,"logit_rho_t",-5.27478
2014,1,106,106,"logit_rho_t",-5.24176
2014,1,107,107,"logit_rho_t",-5.56323
2014,1,108,108,"logit_rho_t",-5.24366
2014,1,109,109,"logit_rho_t",-5.53852
2014,1,110,110,"logit_rho_t",-5.87466
2014,1,111,111,"logit_rho_t",-5.69216
2014,1,112,112,"logit_rho_t",-5.73105
2014,1,113,113,"logit_rho_t",-5.37792
2014,1,114,114,"logit_rho_t",-5.7084
2014,1,115,115,"logit_rho_t",-5.26703
2014,1,116,116,"logit_rho_t",-5.36015
2014,1,117,117,"logit_rho_t",-5.35206
2014,1,118,118,"logit_rho_t",-5.07099
2014,1,119,119,"logit_rho_t",-5.64418
2014,1,120,120,"logit_rho_t",-5.32152
2014,1,121,121,"logit_rho_t",-5.62044
2014,1,122,122,"logit_rho_t",-5.74323
2014,1,123,123,"logit_rho_t",-5.5583
2014,1,124,124,"logit_rho_t",-5.73921
2014,1,125,125,"logit_rho_t",-5.99737
2014,1,126,126,"logit_rho_t",-4.88617
2014,1,127,127,"logit_rho_t",-5.1624
2014,1,128,128,"logit_rho_t",-5.09513
2014,1,129,129,"logit_rho_t",-5.08245
2014,1,130,130,"logit_rho_t",-5.29803
2014,1,131,131,"logit_rho_t",-5.53907
2014,1,132,132,"logit_rho_t",-5.3521
2014,1,133,133,"logit_rho_t",-5.36129
2014,1,134,134,"logit_rho_t",-5.46109
2014,1,135,135,"logit_rho_t",-5.16193
2014,1,136,136,"logit_rho_t",-5.22225
2014,1,137,137,"logit_rho_t",-5.05885
2014,1,138,138,"logit_rho_t",-5.01222
2014,1,139,139,"logit_rho_t",-5.19553
2014,1,140,140,"logit_rho_t",-5.24573
2014,1,141,141,"logit_rho_t",-5.5472
2014,1,142,142,"logit_rho_t",-5.29489
2014,1,143,143,"logit_rho_t",-5.72786
2014,1,144,144,"logit_rho_t",-5.72439
2014,1,145,145,"logit_rho_t",-5.52531
2014,1,146,146,"logit_rho_t",-5.56012
2014,1,147,147,"logit_rho_t",-5.31573
2014,1,148,148,"logit_rho_t",-5.64507
2014,1,149,149,"logit_rho_t",-5.53195
2014,1,150,150,"logit_rho_t",-5.49642
2014,1,151,151,"logit_rho_t",-5.56257
2014,1,152,152,"logit_rho_t",-5.69088
2014,1,153,153,"logit_rho_t",-5.36307
2014,1,154,154,"logit_rho_t",-5.2573
2014,1,155,155,"logit_rho_t",-5.37983
2014,1,156,156,"logit_rho_t",-5.41181
2014,1,157,157,"logit_rho_t",-5.66763
2014,1,158,158,"logit_rho_t",-5.35275
2014,1,159,159,"logit_rho_t",-5.34908
2014,1,160,160,"logit_rho_t",-5.16925
2014,1,161,161,"logit_rho_t",-5.53514
2014,1,162,162,"logit_rho_t",-5.22921
2014,1,163,163,"logit_rho_t",-5.45236
2014,1,164,164,"logit_rho_t",-5.1704
2014,1,165,165,"logit_rho_t",-5.17677
2014,1,166,166,"logit_rho_t",-5.22286
2014,1,167,167,"logit_rho_t",-5.70006
2014,1,168,168,"logit_rho_t",-5.56804
2014,1,169,169,"logit_rho_t",-5.35553
2014,1,170,170,"logit_rho_t",-5.55567
2014,1,171,171,"logit_rho_t",-5.47012
2014,1,172,172,"logit_rho_t",-5.40537
2014,1,173,173,"logit_rho_t",-5.5987
2014,1,174,174,"logit_rho_t",-5.73968
2014,1,175,175,"logit_rho_t",-5.40531
2014,1,176,176,"logit_rho_t",-5.16432
2014,1,177,177,"logit_rho_t",-5.51463
2014,1,178,178,"logit_rho_t",-4.98613
2014,1,179,179,"logit_rho_t",-5.15564
2014,1,180,180,"logit_rho_t",-5.06475
2014,1,181,181,"logit_rho_t",-5.31315
2014,1,182,182,"logit_rho_t",-5.05916
2014,1,183,183,"logit_rho_t",-5.02704
2014,1,184,184,"logit_rho_t",-5.18968
2014,1,185,185,"logit_rho_t",-5.20787
2014,1,186,186,"logit_rho_t",-5.40169
2014,1,187,187,"logit_rho_t",-5.13548
2014,1,188,188,"logit_rho_t",-5.1119
2014,1,189,189,"logit_rho_t",-5.34201
2014,1,190,190,"logit_rho_t",-5.10576
2014,1,191,191,"logit_rho_t",-5.4624
2014,1,192,192,"logit_rho_t",-5.85341
2014,1,193,193,"logit_rho_t",-6.05012
2014,1,194,194,"logit_rho_t",-5.66292
2014,1,195,195,"logit_rho_t",-6.05976
2014,1,196,196,"logit_rho_t",-5.59157
2014,1,197,197,"logit_rho_t",-5.64778
2014,1,198,198,"logit_rho_t",-5.74903
2014,1,199,199,"logit_rho_t",-5.28509
2014,1,200,200,"logit_rho_t",-5.36471
2014,1,201,201,"logit_rho_t",-6.02503
2014,1,202,202,"logit_rho_t",-5.68075
2014,1,203,203,"logit_rho_t",-5.17322
2014,1,204,204,"logit_rho_t",-5.29059
2014,1,205,205,"logit_rho_t",-4.98596
2014,1,206,206,"logit_rho_t",-5.07688
2014,1,207,207,"logit_rho_t",-5.30374
2014,1,208,208,"logit_rho_t",-5.19052
2014,1,209,209,"logit_rho_t",-5.8296
2014,1,210,210,"logit_rho_t",-5.6356
2014,1,211,211,"logit_rho_t",-5.44369
2014,1,212,212,"logit_rho_t",-5.52011
2014,1,213,213,"logit_rho_t",-5.18868
2014,1,214,214,"logit_rho_t",-5.60725
2014,1,215,215,"logit_rho_t",-5.46923
2014,1,216,216,"logit_rho_t",-5.35899
2014,1,217,217,"logit_rho_t",-5.27943
2014,1,218,218,"logit_rho_t",-5.28615
2014,1,219,219,"logit_rho_t",-5.24948
2014,1,220,220,"logit_rho_t",-5.50807
2014,1,221,221,"logit_rho_t",-5.60049
2014,1,222,222,"logit_rho_t",-5.47798
2014,1,223,223,"logit_rho_t",-5.36537
2014,1,224,224,"logit_rho_t",-5.88902
2014,1,225,225,"logit_rho_t",-5.68104
2014,1,226,226,"logit_rho_t",-5.51059
2014,1,227,227,"logit_rho_t",-5.49954
2014,1,228,228,"logit_rho_t",-5.48063
2014,1,229,229,"logit_rho_t",-5.41016
2014,1,230,230,"logit_rho_t",-5.22247
2014,1,231,231,"logit_rho_t",-5.32781
2014,1,232,232,"logit_rho_t",-5.48767
2014,1,233,233,"logit_rho_t",-5.73682
2014,1,234,234,"logit_rho_t",-5.43394
2014,1,235,235,"logit_rho_t",-5.4722
2014,1,236,236,"logit_rho_t",-5.25588
2014,1,237,237,"logit_rho_t",-5.27218
2014,1,238,238,"logit_rho_t",-5.34851
2014,1,239,239,"logit_rho_t",-5.51497
2014,1,240,240,"logit_rho_t",-5.28454
2014,1,241,241,"logit_rho_t",-5.39529
2014,1,242,242,"logit_rho_t",-5.59014
2014,1,243,243,"logit_rho_t",-5.46924
2014,1,244,244,"logit_rho_t",-5.23813
2014,1,245,245,"logit_rho_t",-5.44137
2014,1,246,246,"logit_rho_t",-5.51499
2014,1,247,247,"logit_rho_t",-5.33595
2014,1,248,248,"logit_rho_t",-5.20032
2014,1,249,249,"logit_rho_t",-5.09192
2014,1,250,250,"logit_rho_t",-5.44554
2014,1,251,251,"logit_rho_t",-5.35495
2014,1,252,252,"logit_rho_t",-5.75315
2014,1,253,253,"logit_rho_t",-6.08678
2014,1,254,254,"logit_rho_t",-5.7669
2014,1,255,255,"logit_rho_t",-5.88195
2014,1,256,256,"logit_rho_t",-5.90201
2014,1,257,257,"logit_rho_t",-5.91353
2014,1,258,258,"logit_rho_t",-5.81028
2014,1,259,259,"logit_rho_t",-5.47194
2014,1,260,260,"logit_rho_t",-5.49537
2014,1,261,261,"logit_rho_t",-5.66335
2014,1,262,262,"logit_rho_t",-5.90692
2014,1,263,263,"logit_rho_t",-5.82135
2014,1,264,264,"logit_rho_t",-5.46855
2014,1,265,265,"logit_rho_t",-5.75425
2014,1,266,266,"logit_rho_t",-5.78789
2014,1,267,267,"logit_rho_t",-5.6895
2014,1,268,268,"logit_rho_t",-5.31535
2014,1,269,269,"logit_rho_t",-5.49419
2014,1,270,270,"logit_rho_t",-5.73307
2014,1,271,271,"logit_rho_t",-5.6207
2014,1,272,272,"logit_rho_t",-5.54229
2014,1,273,273,"logit_rho_t",-5.49749
2014,1,274,274,"logit_rho_t",-5.44272
2014,1,275,275,"logit_rho_t",-5.3422
2014,1,276,276,"logit_rho_t",-5.34101
2014,1,277,277,"logit_rho_t",-5.12927
2014,1,278,278,"logit_rho_t",-5.02193
2014,1,279,279,"logit_rho_t",-5.21404
2014,1,280,280,"logit_rho_t",-5.66165
2014,1,281,281,"logit_rho_t",-5.45147
2014,1,282,282,"logit_rho_t",-5.31633
2014,1,283,283,"logit_rho_t",-5.27533
2014,1,284,284,"logit_rho_t",-5.28117
2014,1,285,285,"logit_rho_t",-5.61563
2014,1,286,286,"logit_rho_t",-5.46528
2014,1,287,287,"logit_rho_t",-5.59632
2014,1,288,288,"logit_rho_t",-5.55316
2014,1,289,289,"logit_rho_t",-5.69053
2014,1,290,290,"logit_rho_t",-5.73228
2014,1,291,291,"logit_rho_t",-6.10023
2014,1,292,292,"logit_rho_t",-6.13387
2014,1,293,293,"logit_rho_t",-5.87624
2014,1,294,294,"logit_rho_t",-5.46715
2014,1,295,295,"logit_rho_t",-5.31315
2014,1,296,296,"logit_rho_t",-5.86622
2014,1,297,297,"logit_rho_t",-5.57636
2014,1,298,298,"logit_rho_t",-5.86261
2014,1,299,299,"logit_rho_t",-5.56432
2014,1,300,300,"logit_rho_t",-5.50503
2014,2,1,301,"logit_rho_t",-5.21141
2014,2,2,302,"logit_rho_t",-4.96088
2014,2,3,303,"logit_rho_t",-5.30075
2014,2,4,304,"logit_rho_t",-4.94819
2014,2,5,305,"logit_rho_t",-5.44005
2014,2,6,306,"logit_rho_t",-5.61156
2014,2,7,307,"logit_rho_t",-5.01749
2014,2,8,308,"logit_rho_t",-5.33428
2014,2,9,309,"logit_rho_t",-5.34684
2014,2,10,310,"logit_rho_t",-5.42274
2014,2,11,311,"logit_rho_t",-5.25676
2014,2,12,312,"logit_rho_t",-5.15532
2014,2,13,313,"logit_rho_t",-5.5063
2014,2,14,314,"logit_rho_t",-5.28071
2014,2,15,315,"logit_rho_t",-5.31651
2014,2,16,316,"logit_rho_t",-5.17775
2014,2,17,317,"logit_rho_t",-4.98615
2014,2,18,318,"logit_rho_t",-5.59914
2014,2,19,319,"logit_rho_t",-5.82116
2014,2,20,320,"logit_rho_t",-5.93495
2014,2,21,321,"logit_rho_t",-5.81532
2014,2,22,322,"logit_rho_t",-6.06582
2014,2,23,323,"logit_rho_t",-5.8682
2014,2,24,324,"logit_rho_t",-5.5799
2014,2,25,325,"logit_rho_t",-5.5183
2014,2,26,326,"logit_rho_t",-5.50603
2014,2,27,327,"logit_rho_t",-5.56288
2014,2,28,328,"logit_rho_t",-5.4822
2014,2,29,329,"logit_rho_t",-5.53207
2014,2,30,330,"logit_rho_t",-5.6154
2014,2,31,331,"logit_rho_t",-4.91535
2014,2,32,332,"logit_rho_t",-5.49926
2014,2,33,333,"logit_rho_t",-5.62909
2014,2,34,334,"logit_rho_t",-5.54238
2014,2,35,335,"logit_rho_t",-5.37948
2014,2,36,336,"logit_rho_t",-4.95145
2014,2,37,337,"logit_rho_t",-5.41476
2014,2,38,338,"logit_rho_t",-5.61117
2014,2,39,339,"logit_rho_t",-5.60061
2014,2,40,340,"logit_rho_t",-5.64272
2014,2,41,341,"logit_rho_t",-5.52951
2014,2,42,342,"logit_rho_t",-5.54671
2014,2,43,343,"logit_rho_t",-5.66425
2014,2,44,344,"logit_rho_t",-5.35239
2014,2,45,345,"logit_rho_t",-5.24448
2014,2,46,346,"logit_rho_t",-4.94144
2014,2,47,347,"logit_rho_t",-5.28307
2014,2,48,348,"logit_rho_t",-4.84059
2014,2,49,349,"logit_rho_t",-4.74413
2014,2,50,350,"logit_rho_t",-5.71221
2014,2,51,351,"logit_rho_t",-5.48159
2014,2,52,352,"logit_rho_t",-5.33778
2014,2,53,353,"logit_rho_t",-5.81892
2014,2,54,354,"logit_rho_t",-5.25698
2014,2,55,355,"logit_rho_t",-5.73505
2014,2,56,356,"logit_rho_t",-5.60918
2014,2,57,357,"logit_rho_t",-5.60545
2014,2,58,358,"logit_rho_t",-5.36803
2014,2,59,359,"logit_rho_t",-5.22395
2014,2,60,360,"logit_rho_t",-5.07211
2014,2,61,361,"logit_rho_t",-5.26563
2014,2,62,362,"logit_rho_t",-5.37551
2014,2,63,363,"logit_rho_t",-5.41266
2014,2,64,364,"logit_rho_t",-5.47423
2014,2,65,365,"logit_rho_t",-5.89054
2014,2,66,366,"logit_rho_t",-5.69926
2014,2,67,367,"logit_rho_t",-5.56262
2014,2,68,368,"logit_rho_t",-5.49676
2014,2,69,369,"logit_rho_t",-5.21255
2014,2,70,370,"logit_rho_t",-5.18389
2014,2,71,371,"logit_rho_t",-5.02261
2014,2,72,372,"logit_rho_t",-5.22873
2014,2,73,373,"logit_rho_t",-5.71582
2014,2,74,374,"logit_rho_t",-5.59345
2014,2,75,375,"logit_rho_t",-5.585
2014,2,76,376,"logit_rho_t",-5.84921
2014,2,77,377,"logit_rho_t",-5.81529
2014,2,78,378,"logit_rho_t",-5.73498
2014,2,79,379,"logit_rho_t",-5.23337
2014,2,80,380,"logit_rho_t",-5.35077
2014,2,81,381,"logit_rho_t",-5.43541
2014,2,82,382,"logit_rho_t",-5.58052
2014,2,83,383,"logit_rho_t",-5.13345
2014,2,84,384,"logit_rho_t",-5.34958
2014,2,85,385,"logit_rho_t",-5.37429
2014,2,86,386,"logit_rho_t",-5.57253
2014,2,87,387,"logit_rho_t",-5.46836
2014,2,88,388,"logit_rho_t",-5.64861
2014,2,89,389,"logit_rho_t",-5.38831
2014,2,90,390,"logit_rho_t",-5.52565
2014,2,91,391,"logit_rho_t",-5.30215
2014,2,92,392,"logit_rho_t",-5.66527
2014,2,93,393,"logit_rho_t",-5.42256
2014,2,94,394,"logit_rho_t",-5.82636
2014,2,95,395,"logit_rho_t",-5.85164
2014,2,96,396,"logit_rho_t",-5.87246
2014,2,97,397,"logit_rho_t",-5.95355
2014,2,98,398,"logit_rho_t",-5.34661
2014,2,99,399,"logit_rho_t",-5.48608
2014,2,100,400,"logit_rho_t",-5.20188
2014,2,101,401,"logit_rho_t",-5.26611
2014,2,102,402,"logit_rho_t",-5.34786
2014,2,103,403,"logit_rho_t",-5.49343
2014,2,104,404,"logit_rho_t",-5.76687
2014,2,105,405,"logit_rho_t",-5.5735
2014,2,106,406,"logit_rho_t",-4.86533
2014,2,107,407,"logit_rho_t",-5.26493
2014,2,108,408,"logit_rho_t",-5.56597
2014,2,109,409,"logit_rho_t",-5.16136
2014,2,110,410,"logit_rho_t",-5.04769
2014,2,111,411,"logit_rho_t",-5.02816
2014,2,112,412,"logit_rho_t",-5.48732
2014,2,113,413,"logit_rho_t",-5.4316
2014,2,114,414,"logit_rho_t",-5.41472
2014,2,115,415,"logit_rho_t",-5.0254
2014,2,116,416,"logit_rho_t",-5.5789
2014,2,117,417,"logit_rho_t",-5.52411
2014,2,118,418,"logit_rho_t",-5.64776
2014,2,119,419,"logit_rho_t",-5.12602
2014,2,120,420,"logit_rho_t",-5.34759
2014,2,121,421,"logit_rho_t",-5.83466
2014,2,122,422,"logit_rho_t",-5.37295
2014,2,123,423,"logit_rho_t",-5.62983
2014,2,124,424,"logit_rho_t",-5.10578
2014,2,125,425,"logit_rho_t",-5.13602
2014,2,126,426,"logit_rho_t",-5.74589
2014,2,127,427,"logit_rho_t",-5.95606
2014,2,128,428,"logit_rho_t",-5.63559
2014,2,129,429,"logit_rho_t",-5.41072
2014,2,130,430,"logit_rho_t",-5.46409
2014,2,131,431,"logit_rho_t",-5.46602
2014,2,132,432,"logit_rho_t",-5.02
2014,2,133,433,"logit_rho_t",-5.52294
2014,2,134,434,"logit_rho_t",-5.66725
2014,2,135,435,"logit_rho_t",-5.57132
2014,2,136,436,"logit_rho_t",-5.81747
2014,2,137,437,"logit_rho_t",-5.42985
2014,2,138,438,"logit_rho_t",-5.67768
2014,2,139,439,"logit_rho_t",-5.89917
2014,2,140,440,"logit_rho_t",-5.68244
2014,2,141,441,"logit_rho_t",-5.58313
2014,2,142,442,"logit_rho_t",-5.4585
2014,2,143,443,"logit_rho_t",-5.51744
2014,2,144,444,"logit_rho_t",-5.46441
2014,2,145,445,"logit_rho_t",-5.58812
2014,2,146,446,"logit_rho_t",-5.66552
2014,2,147,447,"logit_rho_t",-5.39482
2014,2,148,448,"logit_rho_t",-5.17029
2014,2,149,449,"logit_rho_t",-5.20323
2014,2,150,450,"logit_rho_t",-5.12877
2014,2,151,451,"logit_rho_t",-5.10351
2014,2,152,452,"logit_rho_t",-5.42567
2014,2,153,453,"logit_rho_t",-5.60973
2014,2,154,454,"logit_rho_t",-5.38619
2014,2,155,455,"logit_rho_t",-5.56644
2014,2,156,456,"logit_rho_t",-5.59473
2014,2,157,457,"logit_rho_t",-5.49321
2014,2,158,458,"logit_rho_t",-5.68393
2014,2,159,459,"logit_rho_t",-5.64875
2014,2,160,460,"logit_rho_t",-5.44576
2014,2,161,461,"logit_rho_t",-5.4
2014,2,162,462,"logit_rho_t",-5.14575
2014,2,163,463,"logit_rho_t",-5.5314
2014,2,164,464,"logit_rho_t",-5.48643
2014,2,165,465,"logit_rho_t",-5.32222
2014,2,166,466,"logit_rho_t",-5.57311
2014,2,167,467,"logit_rho_t",-5.74125
2014,2,168,468,"logit_rho_t",-5.85578
2014,2,169,469,"logit_rho_t",-5.86839
2014,2,170,470,"logit_rho_t",-5.82712
2014,2,171,471,"logit_rho_t",-5.88147
2014,2,172,472,"logit_rho_t",-5.72133
2014,2,173,473,"logit_rho_t",-5.749
2014,2,174,474,"logit_rho_t",-5.15953
2014,2,175,475,"logit_rho_t",-5.13981
2014,2,176,476,"logit_rho_t",-5.22546
2014,2,177,477,"logit_rho_t",-5.21864
2014,2,178,478,"logit_rho_t",-5.54131
2014,2,179,479,"logit_rho_t",-5.27423
2014,2,180,480,"logit_rho_t",-5.37075
2014,2,181,481,"logit_rho_t",-5.31781
2014,2,182,482,"logit_rho_t",-5.44485
2014,2,183,483,"logit_rho_t",-5.36511
2014,2,184,484,"logit_rho_t",-5.38901
2014,2,185,485,"logit_rho_t",-5.35317
2014,2,186,486,"logit_rho_t",-5.4352
2014,2,187,487,"logit_rho_t",-5.62476
2014,2,188,488,"logit_rho_t",-5.09202
2014,2,189,489,"logit_rho_t",-5.15784
2014,2,190,490,"logit_rho_t",-5.33195
2014,2,191,491,"logit_rho_t",-5.45653
2014,2,192,492,"logit_rho_t",-5.55334
2014,2,193,493,"logit_rho_t",-5.82454
2014,2,194,494,"logit_rho_t",-5.5752
2014,2,195,495,"logit_rho_t",-5.57311
2014,2,196,496,"logit_rho_t",-5.46929
2014,2,197,497,"logit_rho_t",-5.53379
2014,2,198,498,"logit_rho_t",-5.41399
2014,2,199,499,"logit_rho_t",-5.69159
2014,2,200,500,"logit_rho_t",-5.45836
2014,2,201,501,"logit_rho_t",-5.47015
2014,2,202,502,"logit_rho_t",-5.32889
2014,2,203,503,"logit_rho_t",-4.99595
2014,2,204,504,"logit_rho_t",-5.18585
2014,2,205,505,"logit_rho_t",-5.83253
2014,2,206,506,"logit_rho_t",-5.81248
2014,2,207,507,"logit_rho_t",-5.47947
2014,2,208,508,"logit_rho_t",-4.98636
2014,2,209,509,"logit_rho_t",-5.30173
2014,2,210,510,"logit_rho_t",-5.36202
2014,2,211,511,"logit_rho_t",-5.18585
2014,2,212,512,"logit_rho_t",-5.25485
2014,2,213,513,"logit_rho_t",-5.43849
2014,2,214,514,"logit_rho_t",-5.063
2014,2,215,515,"logit_rho_t",-5.704
2014,2,216,516,"logit_rho_t",-5.34065
2014,2,217,517,"logit_rho_t",-5.43238
2014,2,218,518,"logit_rho_t",-5.5988
2014,2,219,519,"logit_rho_t",-5.5484
2014,2,220,520,"logit_rho_t",-5.53328
2014,2,221,521,"logit_rho_t",-5.41556
2014,2,222,522,"logit_rho_t",-5.51335
2014,2,223,523,"logit_rho_t",-5.71679
2014,2,224,524,"logit_rho_t",-5.61712
2014,2,225,525,"logit_rho_t",-5.5593
2014,2,226,526,"logit_rho_t",-5.46216
2014,2,227,527,"logit_rho_t",-5.39525
2014,2,228,528,"logit_rho_t",-5.53663
2014,2,229,529,"logit_rho_t",-5.36568
2014,2,230,530,"logit_rho_t",-5.05666
2014,2,231,531,"logit_rho_t",-5.53119
2014,2,232,532,"logit_rho_t",-5.55161
2014,2,233,533,"logit_rho_t",-5.18638
2014,2,234,534,"logit_rho_t",-4.98441
2014,2,235,535,"logit_rho_t",-5.23307
2014,2,236,536,"logit_rho_t",-5.11022
2014,2,237,537,"logit_rho_t",-5.4142
2014,2,238,538,"logit_rho_t",-5.48305
2014,2,239,539,"logit_rho_t",-5.12099
2014,2,240,540,"logit_rho_t",-4.88721
2014,2,241,541,"logit_rho_t",-5.5383
2014,2,242,542,"logit_rho_t",-5.87085
2014,2,243,543,"logit_rho_t",-5.97429
2014,2,244,544,"logit_rho_t",-5.4034
2014,2,245,545,"logit_rho_t",-5.26715
2014,2,246,546,"logit_rho_t",-5.42761
2014,2,247,547,"logit_rho_t",-5.61846
2014,2,248,548,"logit_rho_t",-5.09014
2014,2,249,549,"logit_rho_t",-5.51808
2014,2,250,550,"logit_rho_t",-5.35017
2014,2,251,551,"logit_rho_t",-5.49246
2014,2,252,552,"logit_rho_t",-5.78716
2014,2,253,553,"logit_rho_t",-5.29727
2014,2,254,554,"logit_rho_t",-5.24356
2014,2,255,555,"logit_rho_t",-5.30028
2014,2,256,556,"logit_rho_t",-5.36206
2014,2,257,557,"logit_rho_t",-5.18507
2014,2,258,558,"logit_rho_t",-5.00891
2014,2,259,559,"logit_rho_t",-5.03316
2014,2,260,560,"logit_rho_t",-5.19228
2014,2,261,561,"logit_rho_t",-5.45334
2014,2,262,562,"logit_rho_t",-5.73546
2014,2,263,563,"logit_rho_t",-5.49878
2014,2,264,564,"logit_rho_t",-5.33389
2014,2,265,565,"logit_rho_t",-5.80996
2014,2,266,566,"logit_rho_t",-5.59018
2014,2,267,567,"logit_rho_t",-5.62507
2014,2,268,568,"logit_rho_t",-5.45711
2014,2,269,569,"logit_rho_t",-5.1285
2014,2,270,570,"logit_rho_t",-5.30191
2014,2,271,571,"logit_rho_t",-5.08169
2014,2,272,572,"logit_rho_t",-4.94008
2014,2,273,573,"logit_rho_t",-5.2546
2014,2,274,574,"logit_rho_t",-5.18413
2014,2,275,575,"logit_rho_t",-5.31125
2014,2,276,576,"logit_rho_t",-4.88537
2014,2,277,577,"logit_rho_t",-5.26929
2014,2,278,578,"logit_rho_t",-5.35151
2014,2,279,579,"logit_rho_t",-5.44705
2014,2,280,580,"logit_rho_t",-5.33893
2014,2,281,581,"logit_rho_t",-5.64814
